Order Number,Item,Frequency
10287,是 穆迪,8
10288,是 绝对,8
10289,是 罗恩 的,8
10290,是 让,8
10291,是 许多,8
10292,层 楼,8
10293,是 谁 呢,8
10294,这些 书,8
10295,是 这个,8
10296,咆哮 道,8
10297,和 一 只,8
10298,个 秘密,8
10299,是 靠,8
10300,工作 的,8
10301,是 魁地奇,8
10302,和 他 一起,8
10303,是 黑,8
10304,这儿 干 什么,8
10305,显得 很 不,8
10306,个 穿 着,8
10307,显得 有点,8
10308,显然 是 在,8
10309,这样 的 人,8
10310,和 几,8
10311,这里 做,8
10312,克鲁克山 的,8
10313,巫师 加以 合理 约束法,8
10314,这里 是,8
10315,和 大家,8
10316,上前 去,8
10317,更 明显,8
10318,更 是,8
10319,他 本人,8
10320,他 来 了,8
10321,最 不 喜欢 的,8
10322,他 根本 不,8
10323,最 可怕 的,8
10324,左边 的,8
10325,最 快 的,8
10326,最 快,8
10327,最好 不,8
10328,最好 不 要,8
10329,最好 别,8
10330,和 罗恩 一起,8
10331,有 一 位,8
10332,迷人 的,8
10333,有 一 块,8
10334,退 着,8
10335,已经 习惯,8
10336,有 一 扇 门,8
10337,有 一 种 很,8
10338,有 一半,8
10339,有 一点儿,8
10340,有 七,8
10341,有 三 个,8
10342,有 二十,8
10343,有 人 发现,8
10344,有 人 要,8
10345,个 金色,8
10346,已经 对,8
10347,个 金色 的,8
10348,咒语 书,8
10349,这 是 一 种,8
10350,有 什么 用 呢,8
10351,这样 做 的,8
10352,有 件,8
10353,咔哒 一,8
10354,有 关系,8
10355,咕哝 着,8
10356,逗 得,8
10357,有 危险,8
10358,通过 路威,8
10359,有 多么,8
10360,有 好处,8
10361,有 我们,8
10362,咬 的,8
10363,有 话,8
10364,有 这么 多,8
10365,有力 的,8
10366,有气无力 地 说,8
10367,道 耀眼,8
10368,朋友 的,8
10369,of the,8
10370,六 年级 学生,8
10371,哈利 一样,8
10372,道 耀眼 的,8
10373,一 回,8
10374,哈利 一眼 就,8
10375,望 着 大家,8
10376,哈利 一起,8
10377,望 着 海格,8
10378,望 着 自己,8
10379,哈利 不 想,8
10380,个 魔法,8
10381,朝 一,8
10382,哈利 不 敢 相信 地,8
10383,朝 他们 走来,8
10384,一 看见 哈利,8
10385,邓布 利多 的 办公室,8
10386,哈利 不得不,8
10387,交给 我,8
10388,朝 邓布 利多,8
10389,上课 的,8
10390,未成年 巫师 加以 合理 约束法,8
10391,邓布利多 轻声,8
10392,个 龙头,8
10393,本来 想,8
10394,本能 地,8
10395,术 课 教师,8
10396,邓布 利多 把,8
10397,条 三,8
10398,条 三 个,8
10399,条 三 个 脑袋,8
10400,条 三 个 脑袋 的,8
10401,条 大 狗,8
10402,他 的 模样,8
10403,条 通道,8
10404,哈利 再,8
10405,哈利 努力,8
10406,哈利 压低 声音,8
10407,兴趣 的,8
10408,他 的 礼物,8
10409,他 的 箱子,8
10410,那 冰冷 的,8
10411,中 消失,8
10412,吃 什么,8
10413,哈利 向,8
10414,哈利 吓,8
10415,中 的 一 个,8
10416,果断 地,8
10417,枝形 吊灯,8
10418,其中 的,8
10419,查理 和 珀西,8
10420,他 的 视线,8
10421,带 你,8
10422,他 的 长袍,8
10423,根本 不 是,8
10424,他 的 面颊,8
10425,格兰芬 多 塔楼 的,8
10426,哈利 在 魔法 学校 的 同学,8
10427,他 的 鼻子,8
10428,格兰芬多 球队,8
10429,哈利 大喊,8
10430,他 的话,8
10431,其他 同学 都,8
10432,哈利 完全,8
10433,他 直,8
10434,桌上 的,8
10435,桌子 后面 的,8
10436,桌子 那,8
10437,他 看 不,8
10438,梅林 爵士 团,8
10439,梅林 爵士,8
10440,为 我们,8
10441,其他 的,8
10442,森林 里,8
10443,那 所,8
10444,楼上 去,8
10445,楼 上,8
10446,为 格兰芬,8
10447,楼梯 下,8
10448,楼梯 平台 上,8
10449,他 看见 哈利,8
10450,为 格兰芬 多,8
10451,哈利 恼火,8
10452,次 比赛,8
10453,魔杖 都,8
10454,为 这,8
10455,次 见到,8
10456,欢呼 喝彩,8
10457,的 撞击声,8
10458,正 是 他,8
10459,正 站,8
10460,正 站 在,8
10461,哈利 才,8
10462,此刻 正,8
10463,步 远,8
10464,歪扭 的,8
10465,那 首,8
10466,为了 给,8
10467,死死 盯 着,8
10468,残酷 的,8
10469,每 一 个 人,8
10470,每 一 位,8
10471,哈利 摇,8
10472,哈利 摇 了,8
10473,他 竖起,8
10474,他 站 了,8
10475,他 站 了 起来,8
10476,每 走,8
10477,比 以前 更加,8
10478,他 站在 那里,8
10479,那么 我们,8
10480,比 刚才 更,8
10481,他 第一 次,8
10482,再 加,8
10483,那些 麻瓜,8
10484,哈利 气喘吁吁,8
10485,下午 的,8
10486,一 扑,8
10487,哈利 没有 回答,8
10488,一言不发 地,8
10489,年 都,8
10490,气恼 地,8
10491,他 肩膀,8
10492,哈利 点 了 点,8
10493,哈利 点 了 点 头,8
10494,沙哑 的 声音,8
10495,沙发 上,8
10496,都 到,8
10497,的 单子,8
10498,哈利 的 名字,8
10499,没 吃,8
10500,没 声儿,8
10501,没 声儿 地,8
10502,再 试 一,8
10503,一 个 真正 的,8
10504,没 想到 他,8
10505,哈利 的 脖子,8
10506,哈利 的 脑袋,8
10507,没 见 过 这样,8
10508,都 已,8
10509,都 坐,8
10510,都 必须,8
10511,哈利 看 不,8
10512,没有 人 知道,8
10513,没有 危险,8
10514,没有 发生,8
10515,哈利 看见 了,8
10516,没有 心思,8
10517,没有 必要,8
10518,一 个 接 一,8
10519,没有 成功,8
10520,没有 把 他,8
10521,就 是 哈利,8
10522,都 比,8
10523,没有 来,8
10524,没有 机会,8
10525,没有 理会,8
10526,举起 一 只 手,8
10527,他 说 完,8
10528,都 用,8
10529,哈利 第一,8
10530,没有 跟,8
10531,哈利 第一 次,8
10532,一 种 很 不,8
10533,沾 着,8
10534,波特 在,8
10535,波特 夫妇 的,8
10536,他 说道,8
10537,再见 吧,8
10538,注意 到 他,8
10539,不假思索 地,8
10540,都 笑,8
10541,他 走出,8
10542,洞口 爬,8
10543,都 跟,8
10544,洞口 爬 了,8
10545,哈利 茫然 地,8
10546,哈利 虽然,8
10547,活像 一 个,8
10548,派 猫头鹰,8
10549,哈利 说道,8
10550,开 个,8
10551,海格 又,8
10552,海格 对,8
10553,海格 没有,8
10554,他 躺在,8
10555,他 躺,8
10556,海格 那儿,8
10557,哈利 转过,8
10558,他 转过,8
10559,写 在,8
10560,哈利 还 没,8
10561,他 转过身,8
10562,深深 的,8
10563,他 还 不,8
10564,哈利 那,8
10565,里 冒 了 出来,8
10566,里 发生,8
10567,清白 的,8
10568,湿透 了,8
10569,他 还 有,8
10570,他 这 一,8
10571,哈利嘴 里,8
10572,满意 的,8
10573,他 这么 做,8
10574,滥用 麻瓜,8
10575,哈利手 里,8
10576,滥用 麻瓜 物品 办公室,8
10577,滥用 麻瓜 物品,8
10578,明明 知道,8
10579,漆黑 的 走廊,8
10580,里 嗡嗡,8
10581,他 这边,8
10582,火 弩箭 的,8
10583,里 抓,8
10584,哪儿 呢,8
10585,一 个 接 一 个,8
10586,热乎乎 的,8
10587,里 去 了,8
10588,热情 地,8
10589,哭 了 起来,8
10590,也 不 会 知道,8
10591,焦虑 地,8
10592,里 有 一 个,8
10593,也 不 像,8
10594,然后 再,8
10595,他 重新,8
10596,商店 里,8
10597,啪 的 一,8
10598,喉咙 里,8
10599,爵士 团,8
10600,喊 了 起来,8
10601,爸爸 和,8
10602,弗农 姨父 吼道,8
10603,片 场地,8
10604,里 的 每 个,8
10605,不 会 再,8
10606,他 面前 的,8
10607,物品 办公室,8
10608,牙缝 里,8
10609,特里 劳尼,8
10610,特里 劳尼 教授,8
10611,特里劳尼 教授 说,8
10612,他 额头 上 的,8
10613,他 额头 上 的 伤疤,8
10614,人 很,8
10615,里 透,8
10616,里 透 着,8
10617,不怀好意 地,8
10618,他 飞来,8
10619,猛地 惊醒,8
10620,里 飞,8
10621,喷 着,8
10622,他们 一样,8
10623,猫头鹰 在,8
10624,嗖 的,8
10625,他们 一眼,8
10626,猫头鹰 送信,8
10627,里面 的 东西,8
10628,凄厉 的,8
10629,嘟哝 了,8
10630,张 地图,8
10631,现在 你们,8
10632,现在 哈利,8
10633,也 做,8
10634,现在 都,8
10635,嘴巴 张 得,8
10636,张 了,8
10637,重重 的,8
10638,珀西 在,8
10639,理 他,8
10640,一 声 关上 了,8
10641,钥匙 保管员,8
10642,钻心 的,8
10643,生硬 地,8
10644,不止 一,8
10645,四 年,8
10646,用 什么,8
10647,人 抓住,8
10648,用 他 那,8
10649,用 呢,8
10650,用 你,8
10651,四周 的,8
10652,他们 从来,8
10653,回 宿舍,8
10654,用 脚,8
10655,张开 嘴巴,8
10656,凑 在,8
10657,用 颤抖,8
10658,用 颤抖 的,8
10659,镜子 前面,8
10660,用 魔杖 把,8
10661,铺 着,8
10662,不止 他,8
10663,由 你,8
10664,他们 几,8
10665,疲倦 地,8
10666,他们 刚才,8
10667,他们 前面,8
10668,瘦削 的,8
10669,回过头 来,8
10670,因为 他 的,8
10671,因为 哈利,8
10672,因为 在,8
10673,因为 有,8
10674,的 一 把 椅子 上,8
10675,人 正在,8
10676,当 你,8
10677,围 着 一,8
10678,的 下,8
10679,他们 听见 了,8
10680,国际 魔法 合作司,8
10681,的 两 只,8
10682,的 举动,8
10683,圣诞 快乐,8
10684,闪电 形,8
10685,闪电 形 伤疤,8
10686,在 一 扇,8
10687,人 的 名字,8
10688,在 一 条,8
10689,的 人 都 在,8
10690,在 一 间,8
10691,不满 十七,8
10692,的 伤疤 疼,8
10693,的 作用,8
10694,他们 希望,8
10695,的 像 框,8
10696,几 声,8
10697,问问 你,8
10698,形 伤疤,8
10699,在 他 手 里,8
10700,的 分数,8
10701,几 年,8
10702,的 前门,8
10703,也 来 了,8
10704,的 助手,8
10705,的 包裹,8
10706,他们 是 不,8
10707,他们 旁边,8
10708,在 伦敦,8
10709,的 另 一 个,8
10710,一 英尺,8
10711,的 只 有,8
10712,在 全,8
10713,的 名字 时,8
10714,一 个 老,8
10715,不 公平,8
10716,阿瓦达 索命咒,8
10717,在 半夜,8
10718,的 哥哥,8
10719,的 哨声,8
10720,的 喊声,8
10721,一 行,8
10722,的 四 柱,8
10723,的 围巾,8
10724,很 不 自然,8
10725,的 圣诞,8
10726,的 地图,8
10727,人 脸上,8
10728,在 吃,8
10729,的 坏话,8
10730,也 消失 了,8
10731,不 再 是,8
10732,的 声音 又,8
10733,的 声音 更,8
10734,他们 给,8
10735,会 从,8
10736,的 头 上,8
10737,他们 被,8
10738,的 头脑,8
10739,很 出色,8
10740,难以 置信,8
10741,很 危险,8
10742,的 妖怪 书,8
10743,的 妖怪,8
10744,隔间 里,8
10745,的 姨父,8
10746,他们 谁 也,8
10747,在 大家,8
10748,他们 走 了,8
10749,的 密室,8
10750,在 客厅,8
10751,一边 从,8
10752,的 小 姑娘,8
10753,需要 一 个,8
10754,他们 身,8
10755,在 对角巷,8
10756,的 尽头,8
10757,不 到 一,8
10758,需要 我,8
10759,需要 用,8
10760,的 帐篷 里,8
10761,在 帐篷,8
10762,他们 还 在,8
10763,的 床单,8
10764,在 座位,8
10765,高高地 举,8
10766,很 小 的,8
10767,不然 我们,8
10768,在 心,8
10769,在 我 看来,8
10770,他们 顺,8
10771,他们 顺 着,8
10772,也许 就,8
10773,也许 她,8
10774,不 去 想,8
10775,在 教室 里,8
10776,露出 一 个,8
10777,的 整个,8
10778,在 整个,8
10779,在 最后 一,8
10780,在 月光,8
10781,的 是 一 个,8
10782,非常 吃惊,8
10783,的 最后 一 个,8
10784,很 晚,8
10785,的 来信,8
10786,以 一 种,8
10787,买 东西,8
10788,很 有 可能,8
10789,露出 了 笑容,8
10790,凶狠 地,8
10791,的 树篱,8
10792,很 棒,8
10793,的 梦,8
10794,买 的 东西,8
10795,的 欢呼,8
10796,在 此,8
10797,在 楼梯 上,8
10798,乱 了,8
10799,在 水 里,8
10800,的 沙沙声,8
10801,以前 从 没 见,8
10802,的 活动,8
10803,以前 从 没 见 过,8
10804,在 炉火,8
10805,很 糟糕,8
10806,一 夜,8
10807,在 的,8
10808,以前 更加,8
10809,在 盯,8
10810,一边 对,8
10811,的 火苗,8
10812,的 火龙,8
10813,的 炉火,8
10814,的 爪子,8
10815,在 破釜,8
10816,在 破釜 酒吧,8
10817,在 禁林 里,8
10818,的 猎场,8
10819,的 猎场 看守,8
10820,在 离 地面,8
10821,人 都 是,8
10822,的 玻璃,8
10823,在 窗,8
10824,人 面前,8
10825,了 一 个 小,8
10826,顶 帽子,8
10827,件 事 我,8
10828,件 很,8
10829,很多 年,8
10830,了 一 份,8
10831,的 眼睛 在,8
10832,的 眼睛 盯,8
10833,颜色 的,8
10834,的 眼睛 盯 着,8
10835,的 礼堂,8
10836,的 神色,8
10837,颤抖 的 声音,8
10838,的 穆迪,8
10839,不 合适,8
10840,得 了,8
10841,一 个 摄魂怪,8
10842,的 红光,8
10843,仿佛 有,8
10844,在 身后,8
10845,一 把 抓起,8
10846,的 耳朵 里,8
10847,得 到,8
10848,在 这里 做,8
10849,的 脑袋 在,8
10850,在 邓布 利多 的,8
10851,的 脸 涨,8
10852,的 脸红,8
10853,马尔福 对,8
10854,的 腰,8
10855,伏地魔 轻声,8
10856,的 自己,8
10857,的 花园,8
10858,在 镜子,8
10859,的 茶杯,8
10860,的 药剂,8
10861,的 药水,8
10862,不 在 了,8
10863,很 强,8
10864,得 太 厉害,8
10865,的 表哥,8
10866,的 袖子,8
10867,在 餐桌,8
10868,的 课 上,8
10869,高 又,8
10870,在 魁地奇 世界杯赛 上,8
10871,的 课程表,8
10872,的 身边,8
10873,的 车,8
10874,在 魔药,8
10875,的 过道,8
10876,在一起 的,8
10877,的 那 两,8
10878,的 那 个 人,8
10879,的 那 副,8
10880,了 一 道 缝,8
10881,的 那 扇,8
10882,魂怪 的,8
10883,地 从 他,8
10884,的 那 根,8
10885,得 更 紧,8
10886,地 做,8
10887,会 回来 的,8
10888,的 金蛋,8
10889,魔杖 尖,8
10890,的 银光,8
10891,的 银白色,8
10892,地 又,8
10893,了 一 顶,8
10894,不 太 好,8
10895,的 隐形 衣,8
10896,的 霍格沃茨,8
10897,会 把 它,8
10898,地 哭泣,8
10899,魔法 办公室,8
10900,的 魔咒,8
10901,了 一切,8
10902,了 一样,8
10903,的 鸟,8
10904,魔法 学校 校长,8
10905,得 特别,8
10906,地 嘟哝 着,8
10907,的 鼾声,8
10908,魔法 的 人,8
10909,会 有 一,8
10910,刚才 发生 的,8
10911,目光 在,8
10912,目光 投向,8
10913,目光 看,8
10914,目光 落到,8
10915,地 张大 了 嘴巴,8
10916,直 响,8
10917,地 扫 了,8
10918,不 寻常,8
10919,麦格 教授 把,8
10920,得意 地 说,8
10921,不 小,8
10922,得意 地 笑 着,8
10923,看 得 更,8
10924,看 得 更 清楚,8
10925,得分 了,8
10926,麻瓜 物品 办公室,8
10927,了 个 寒战,8
10928,地 摇晃,8
10929,看 起来,8
10930,五 次,8
10931,了 个 弯,8
10932,一 道 闪电,8
10933,会 魔法 的,8
10934,看到 他 的,8
10935,看到 它,8
10936,看到 自己,8
10937,看清 了,8
10938,伟大 的 巫师,8
10939,不错 的,8
10940,看看 那,8
10941,黑黑 的,8
10942,不过 这,8
10943,传来 的,8
10944,地 看 着 她,8
10945,看见 赫敏,8
10946,真 不 知道,8
10947,地 瞪 着 他,8
10948,真 奇怪,8
10949,真 好,8
10950,伤疤 的,8
10951,真 想 知道,8
10952,不 很,7
10953,眨眼 就,7
10954,伸出 一 只 手,7
10955,着 一 丝,7
10956,地 跟着,7
10957,着 一 双,7
10958,似乎 已经,7
10959,地 转 着,7
10960,地 顺 着,7
10961,地 顺,7
10962,着 又,7
10963,着 卡卡洛夫,7
10964,着 双 臂,7
10965,不 想 去,7
10966,着 嗓子 说,7
10967,似乎 谁,7
10968,似乎 谁 也,7
10969,场 噩梦,7
10970,但 一,7
10971,着 尾巴,7
10972,但 仍然,7
10973,不 愉快,7
10974,一 个 项目,7
10975,着 斗篷,7
10976,但 他 仍然,7
10977,真 有,7
10978,了 动,7
10979,着 站 了,7
10980,不 开心,7
10981,坚决 不,7
10982,着 羽毛,7
10983,着 能,7
10984,坚定 地,7
10985,着 腰,7
10986,地 给,7
10987,着 走,7
10988,着 那 条,7
10989,着 闪闪,7
10990,但 斯内普,7
10991,眼看 着,7
10992,眼睛 又,7
10993,了 口袋,7
10994,知道 一些,7
10995,声 和,7
10996,声 尖叫,7
10997,但是 他们,7
10998,知道 伏地魔,7
10999,声 轻,7
11000,一 阵阵,7
11001,地 跑,7
11002,知道 我 不,7
11003,着 一 份,7
11004,地 走开,7
11005,声音 显得,7
11006,矮矮 胖胖,7
11007,不 快 的,7
11008,声音 是,7
11009,地 轻轻,7
11010,碗柜 里,7
11011,碰到 一,7
11012,礼堂 吃,7
11013,礼堂 走去,7
11014,着 他 看,7
11015,祝 你们,7
11016,了 克劳奇,7
11017,着 光,7
11018,神情 十分,7
11019,低沉 而,7
11020,外面 的 场地,7
11021,离 他 最近 的,7
11022,种 古怪 的,7
11023,不 敢 相信 自己 的 耳朵,7
11024,着 圈子,7
11025,体面 的,7
11026,穆迪 轻声 说,7
11027,作 两 步 地,7
11028,空洞 的,7
11029,够 不 着,7
11030,穿 斗篷 的,7
11031,着 巴克比克,7
11032,着 弗雷德 和,7
11033,穿过 走廊,7
11034,突出 的,7
11035,着 弗雷德 和 乔治,7
11036,突然 产生,7
11037,突然 传来 一 阵,7
11038,突然 停住 了,7
11039,大 得 多,7
11040,着 家养,7
11041,突然 被,7
11042,窗户 里,7
11043,立刻 问道,7
11044,大 笑 起来,7
11045,大 箱子,7
11046,站 在 一,7
11047,了 大,7
11048,大 脚板 和,7
11049,坐 着 一,7
11050,但 他 没有,7
11051,坐在 了,7
11052,但 你们,7
11053,笑嘻嘻 地,7
11054,着 眼,7
11055,大多数 人 都,7
11056,大家 安静,7
11057,着 站 了 起来,7
11058,一下 我,7
11059,着 给,7
11060,着 朝,7
11061,大步 朝,7
11062,第二 个 声音,7
11063,你 保证,7
11064,大步 走到,7
11065,大步 走向,7
11066,大笑 起来,7
11067,大街 上,7
11068,等待 时机,7
11069,签名 的,7
11070,简单 地,7
11071,一 个 座位,7
11072,简单 的 咒语,7
11073,大门 走去,7
11074,简直 不 敢 相信 自己,7
11075,咯咯 地 笑 了,7
11076,箱子 里 的,7
11077,着 金蛋,7
11078,不 是 因为,7
11079,天狼星 就,7
11080,你 叫,7
11081,紧张 不安,7
11082,着 队,7
11083,你 可能,7
11084,不 是 太,7
11085,紧跟 在,7
11086,着 霍格沃茨,7
11087,红头发 的,7
11088,不 是 应该,7
11089,级长 的 徽章,7
11090,但 没 等,7
11091,纳威 也,7
11092,塞德里克 在,7
11093,你 告诉 我,7
11094,你 和 我,7
11095,给 他们 看,7
11096,墓碑 上,7
11097,你 在 干,7
11098,你 在 干 什么,7
11099,睡觉 的,7
11100,给 格兰芬,7
11101,给 格兰芬 多,7
11102,一个个 地,7
11103,你 在 说 些,7
11104,你 在 说 些 什么,7
11105,绝望 地 说,7
11106,失踪 了,7
11107,头 传来,7
11108,增加 了,7
11109,不 掉,7
11110,罗恩 假装,7
11111,罗恩 兴奋 地,7
11112,罗恩 兴奋,7
11113,罗恩 压低 声音,7
11114,罗恩 吃惊 地,7
11115,知道 不,7
11116,不 是 有意,7
11117,知道 他 不,7
11118,但是 你,7
11119,声 轻 响,7
11120,知道 吧,7
11121,了 所有,7
11122,声音 了,7
11123,知道 布莱克,7
11124,罗恩 看 了,7
11125,女 朋友,7
11126,女 鬼,7
11127,你 怎么 啦,7
11128,女士 用,7
11129,一些 非常,7
11130,不 提,7
11131,低 低地,7
11132,女生 宿舍,7
11133,声音 很 低,7
11134,知道 这 是,7
11135,她 一定,7
11136,她 一直,7
11137,她 上,7
11138,一 不,7
11139,而 在,7
11140,而 现在,7
11141,你 拿,7
11142,她 刚,7
11143,她 和 哈利,7
11144,她 和 罗恩,7
11145,肯定 不 是,7
11146,肯定 不 会,7
11147,她 小声 说,7
11148,肯定 这,7
11149,你 是 什么,7
11150,声音 轻轻,7
11151,了 摸,7
11152,能 不 能 跟,7
11153,能 不 能 把,7
11154,能 使 他,7
11155,不 比,7
11156,不 注意,7
11157,能 有 一,7
11158,一 小 块,7
11159,神秘 的,7
11160,能 知道,7
11161,能 给 你,7
11162,禁 林边缘,7
11163,能 阻止,7
11164,她 看上去,7
11165,她 穿 着,7
11166,她 给,7
11167,她 脸,7
11168,她 自己,7
11169,塔楼 去,7
11170,离开 了 房间,7
11171,她 长,7
11172,脸上 仍然,7
11173,好 一些,7
11174,你 的 办公室,7
11175,种 事,7
11176,好 主意,7
11177,种 古怪,7
11178,自从 他,7
11179,你 的 脑袋,7
11180,自己 仿佛,7
11181,多 的 人,7
11182,你 看到,7
11183,自己 比,7
11184,一 个 可怕,7
11185,自己 的 儿子,7
11186,一 个 可怕 的,7
11187,自己 身上,7
11188,了 桌子,7
11189,自由 了,7
11190,多 的 公共 休息室 里,7
11191,至少 是,7
11192,般 的 东西,7
11193,稳稳 地,7
11194,体育场 的,7
11195,多 说,7
11196,好像 根本,7
11197,花园 的,7
11198,体育 运动,7
11199,你 管,7
11200,不 疼,7
11201,多少 时间,7
11202,多少 遍,7
11203,荒唐 的,7
11204,好奇 地问,7
11205,好奇 的,7
11206,空 教室,7
11207,如 尼文,7
11208,蒙 着,7
11209,你 要是,7
11210,血迹 斑斑,7
11211,行 字,7
11212,表 上,7
11213,衣柜 里,7
11214,你 一 个 人,7
11215,表现 出 了,7
11216,袋 金币,7
11217,如果 邓布,7
11218,你 认为 他,7
11219,多 得,7
11220,如果 邓布 利多,7
11221,如果 需要,7
11222,穿过 门厅,7
11223,你 说 你,7
11224,穿 着 那,7
11225,了 外面,7
11226,被 带到,7
11227,被 封死,7
11228,被 抓,7
11229,被 推开 了,7
11230,突然 又,7
11231,了 珀西,7
11232,装出 一 副,7
11233,不 知 是,7
11234,威森 加摩,7
11235,威胁 的,7
11236,字 的,7
11237,你 送,7
11238,学 的,7
11239,要 多,7
11240,要 开始 了,7
11241,要 带,7
11242,学校 的 勇士,7
11243,要 把 它,7
11244,要 杀死,7
11245,一 件 长长,7
11246,要 见,7
11247,你们 中间,7
11248,竭力 使,7
11249,你们 俩 都,7
11250,你们 吧,7
11251,大声 念道,7
11252,你们 应该,7
11253,大多数 同学,7
11254,它 似乎,7
11255,你 今年,7
11256,它 就 会,7
11257,第16 章,7
11258,第18 章,7
11259,你们 最,7
11260,它 扔掉,7
11261,站 在 门口,7
11262,让 我 来,7
11263,你 以前,7
11264,大概 就,7
11265,让 马尔福,7
11266,它们 就,7
11267,讲台 上,7
11268,讲 过,7
11269,许多 事情,7
11270,第四 个,7
11271,一 个 念头,7
11272,试 过,7
11273,等 哈利,7
11274,完全 没有,7
11275,不 穿,7
11276,等 着 他们,7
11277,说 一 遍,7
11278,说 一 句 话,7
11279,客气 地 说,7
11280,了 至少,7
11281,害怕 了,7
11282,说 他 是,7
11283,说 他 不,7
11284,简直 太,7
11285,简短 地,7
11286,使 我们,7
11287,容易 的,7
11288,说 的 每,7
11289,说 的 每 一,7
11290,了 达力,7
11291,简单 地 说,7
11292,天 吃,7
11293,管 闲事,7
11294,说话 的 口气,7
11295,说话 的 声音,7
11296,请 允许,7
11297,使用 的,7
11298,读 过,7
11299,课 呢,7
11300,课 上 得,7
11301,对 你 的,7
11302,便 匆匆,7
11303,谁 干,7
11304,便 赶紧,7
11305,便 是,7
11306,对 哈利 和 赫敏 说,7
11307,精灵 是,7
11308,对 孪生,7
11309,糟 了,7
11310,对 小 天狼星,7
11311,了 这些,7
11312,对 我 的,7
11313,保持 着,7
11314,赫敏 则,7
11315,信 不,7
11316,赫敏 听,7
11317,赫敏 和 金妮,7
11318,紧贴 着,7
11319,赫敏 正 在,7
11320,俩 在,7
11321,对 那,7
11322,对着 他,7
11323,走 一 步,7
11324,走 了 一,7
11325,寻常 的,7
11326,走 了 过去,7
11327,寻找 一,7
11328,走 后,7
11329,终于 说,7
11330,走 越,7
11331,走 过 一,7
11332,将 他,7
11333,走出 了 房间,7
11334,假 动作,7
11335,走到 一半,7
11336,走到 哈利,7
11337,走回 城堡,7
11338,小 单间,7
11339,做 一 个,7
11340,太 累,7
11341,赶紧 说,7
11342,做 了 一 个,7
11343,了 问题,7
11344,太 高兴 了,7
11345,跌倒 在,7
11346,做 些 什么,7
11347,小 点,7
11348,跑 着,7
11349,不 能 来,7
11350,跟 了 过去,7
11351,做 功课,7
11352,夫人 从,7
11353,做 家庭,7
11354,做 家庭 作业,7
11355,不 能 肯定,7
11356,给 格兰芬多,7
11357,跟着 哈利,7
11358,小声 地 说,7
11359,继续 往前,7
11360,了 微笑,7
11361,了 鬼,7
11362,踏 着,7
11363,做 过 的,7
11364,绽开 了 笑容,7
11365,缝 里,7
11366,躲 起来,7
11367,统 巨人,7
11368,转向 他,7
11369,尖锐 地,7
11370,停住 话头,7
11371,了 麻瓜,7
11372,轻声 地 说,7
11373,了 黑,7
11374,不 舒服 的,7
11375,就 什么,7
11376,偷偷 溜进,7
11377,就 使,7
11378,达力 说,7
11379,储物 间,7
11380,过 一 条,7
11381,就 像 一 个,7
11382,就 去 找,7
11383,过 的 那,7
11384,过 邓布利多,7
11385,罗恩 没好气,7
11386,罗恩 没好气 地,7
11387,奇异 的,7
11388,返回 格兰芬,7
11389,就 在 那,7
11390,还 从,7
11391,还 以为 他,7
11392,还 以为 是,7
11393,你 当时,7
11394,罗恩 的 那,7
11395,奇特 的,7
11396,还 有 一 大,7
11397,不 是 真,7
11398,还 有 十,7
11399,了 所有 的,7
11400,了 我们 的,7
11401,就 明白,7
11402,还是 把,7
11403,就 是 不,7
11404,这 不 可能,7
11405,了 拉文,7
11406,一 张 脸,7
11407,僵住 了,7
11408,你 怎么 敢,7
11409,僵硬 的,7
11410,这 也许 是,7
11411,女士 和,7
11412,这 使 他们,7
11413,就 来 了,7
11414,这 只 猫头鹰,7
11415,兄弟 俩,7
11416,先生 也,7
11417,就 知道 了,7
11418,她 一 把,7
11419,这 并,7
11420,这 并 不,7
11421,这 就 是 你,7
11422,这 张 地图,7
11423,这 我,7
11424,老 朋友,7
11425,老鼠 斑斑,7
11426,老鼠 的,7
11427,就 要 开始 了,7
11428,就 要 来,7
11429,了 挥,7
11430,她 一边,7
11431,就 认出,7
11432,先生 把,7
11433,这 根 魔杖,7
11434,这 次 他,7
11435,这 玩意儿,7
11436,就 都,7
11437,就 需要,7
11438,而 这,7
11439,她 像,7
11440,这 都 是,7
11441,一直 把,7
11442,她 后面,7
11443,尾巴 说,7
11444,不 让 我们,7
11445,这些 人 的,7
11446,这儿 有,7
11447,这时 他们 正,7
11448,这时 他们 已经,7
11449,这样 他们,7
11450,左 一,7
11451,这样 认为,7
11452,这边 来,7
11453,这里 不,7
11454,这里 做 什么,7
11455,巫师 在,7
11456,背叛 了,7
11457,进去 吧,7
11458,她 总是,7
11459,全 场,7
11460,远处 的,7
11461,一 个 弯,7
11462,她 才,7
11463,迟疑 着,7
11464,迫不及待 地 想,7
11465,已 不,7
11466,能 做到 这,7
11467,逃跑 了,7
11468,不 起 作用,7
11469,道 绿光,7
11470,一直 盯 着,7
11471,你 来 了,7
11472,能 感觉,7
11473,交谈 着,7
11474,邓布利多 不,7
11475,关上 房门,7
11476,一直 盯,7
11477,那 一 头,7
11478,那 个 地方,7
11479,希望 了,7
11480,那 伙,7
11481,希望 在,7
11482,亲 了,7
11483,一 侧,7
11484,一眼 就 看出,7
11485,带 魔法,7
11486,带 魔法 的,7
11487,那 帮,7
11488,那 张 脸,7
11489,那 是 他,7
11490,她 被,7
