Type,Pattern,Characters,Pinyin_Sequence,Num_Characters,Tones,Avg_Frequency,Difficulty,Tongue_Twister_Example,Notes
Tone_Series,bo,波玻拨剥播膊博脖伯勃卜,bo1-bo1-bo1-bo1-bo1-bo2-bo2-bo2-bo2-bo2-bo,11,"Tone1, Tone1, Tone1, Tone1, Tone1, Tone2, Tone2, Tone2, Tone2, Tone2, Neutral",7,Medium,波玻拨剥播膊博脖伯勃卜波玻拨,"11 tone variants of ""bo"""
Tone_Series,sha,杀沙煞刹莎傻,sha1-sha1-sha1-sha1-sha1-sha3,6,"Tone1, Tone1, Tone1, Tone1, Tone1, Tone3",7,Medium,杀沙煞刹莎傻杀沙煞,"6 tone variants of ""sha"""
Tone_Series,nai,奶耐奈,nai3-nai4-nai4,3,"Tone3, Tone4, Tone4",7,Easy,奶耐奈，奈耐奶,"3 tone variants of ""nai"""
Tone_Series,gu,姑咕辜孤估古股骨鼓谷顾故固,gu1-gu1-gu1-gu1-gu1-gu3-gu3-gu3-gu3-gu3-gu4-gu4-gu4,13,"Tone1, Tone1, Tone1, Tone1, Tone1, Tone3, Tone3, Tone3, Tone3, Tone3, Tone4, Tone4, Tone4",7,Medium,姑咕辜孤估古股骨鼓谷顾故固姑咕辜,"13 tone variants of ""gu"""
Tone_Series,mang,忙芒茫,mang2-mang2-mang2,3,"Tone2, Tone2, Tone2",7,Easy,忙芒茫，茫芒忙,"3 tone variants of ""mang"""
Tone_Series,huang,荒慌黄凰晃,huang1-huang1-huang2-huang2-huang3,5,"Tone1, Tone1, Tone2, Tone2, Tone3",7,Medium,荒慌黄凰晃荒慌黄,"5 tone variants of ""huang"""
Tone_Series,duan,端短段断,duan1-duan3-duan4-duan4,4,"Tone1, Tone3, Tone4, Tone4",7,Medium,端端段，段短断,"4 tone variants of ""duan"""
Tone_Series,xiu,休修羞秀嗅袖,xiu1-xiu1-xiu1-xiu4-xiu4-xiu4,6,"Tone1, Tone1, Tone1, Tone4, Tone4, Tone4",6,Medium,休修羞秀嗅袖休修羞,"6 tone variants of ""xiu"""
Tone_Series,pei,陪佩配,pei2-pei4-pei4,3,"Tone2, Tone4, Tone4",6,Easy,陪佩配，配佩陪,"3 tone variants of ""pei"""
Tone_Series,cuo,撮错措,cuo1-cuo4-cuo4,3,"Tone1, Tone4, Tone4",6,Easy,撮错措，措错撮,"3 tone variants of ""cuo"""
Tone_Series,dun,敦蹲顿,dun1-dun1-dun4,3,"Tone1, Tone1, Tone4",6,Easy,敦蹲顿，顿蹲敦,"3 tone variants of ""dun"""
Tone_Series,que,瘸却确雀,que2-que4-que4-que4,4,"Tone2, Tone4, Tone4, Tone4",6,Medium,瘸瘸确，确却雀,"4 tone variants of ""que"""
Tone_Series,lie,咧烈列猎裂冽,lie3-lie4-lie4-lie4-lie4-lie4,6,"Tone3, Tone4, Tone4, Tone4, Tone4, Tone4",6,Medium,咧烈列猎裂冽咧烈列,"6 tone variants of ""lie"""
Tone_Series,long,龙笼咙隆聋胧,long2-long2-long2-long2-long2-long2,6,"Tone2, Tone2, Tone2, Tone2, Tone2, Tone2",6,Medium,龙笼咙隆聋胧龙笼咙,"6 tone variants of ""long"""
Tone_Series,nu,奴弩努怒,nu2-nu3-nu3-nu4,4,"Tone2, Tone3, Tone3, Tone4",6,Medium,奴奴努，努弩怒,"4 tone variants of ""nu"""
Tone_Series,kuang,框哐狂况,kuang1-kuang1-kuang2-kuang4,4,"Tone1, Tone1, Tone2, Tone4",6,Medium,框框狂，狂哐况,"4 tone variants of ""kuang"""
Tone_Series,kao,考烤靠,kao3-kao3-kao4,3,"Tone3, Tone3, Tone4",6,Easy,考烤靠，靠烤考,"3 tone variants of ""kao"""
Tone_Series,yun,晕允运,yun1-yun3-yun4,3,"Tone1, Tone3, Tone4",6,Easy,晕允运，运允晕,"3 tone variants of ""yun"""
Tone_Series,xuan,旋悬选,xuan2-xuan2-xuan3,3,"Tone2, Tone2, Tone3",6,Easy,旋悬选，选悬旋,"3 tone variants of ""xuan"""
Tone_Series,pi,噼批披皮啤疲脾匹屁,pi1-pi1-pi1-pi2-pi2-pi2-pi2-pi3-pi4,9,"Tone1, Tone1, Tone1, Tone2, Tone2, Tone2, Tone2, Tone3, Tone4",5,Medium,噼批披皮啤疲脾匹屁噼批披,"9 tone variants of ""pi"""
Tone_Series,e,额鹅恶饿噩愕厄鳄,e2-e2-e4-e4-e4-e4-e4-e4,8,"Tone2, Tone2, Tone4, Tone4, Tone4, Tone4, Tone4, Tone4",5,Medium,额鹅恶饿噩愕厄鳄额鹅恶,"8 tone variants of ""e"""
Tone_Series,shao,烧捎梢勺少绍哨,shao1-shao1-shao1-shao2-shao3-shao4-shao4,7,"Tone1, Tone1, Tone1, Tone2, Tone3, Tone4, Tone4",5,Medium,烧捎梢勺少绍哨烧捎梢,"7 tone variants of ""shao"""
Tone_Series,rong,茸容蓉绒荣,rong1-rong2-rong2-rong2-rong2,5,"Tone1, Tone2, Tone2, Tone2, Tone2",5,Medium,茸容蓉绒荣茸容蓉,"5 tone variants of ""rong"""
Tone_Series,meng,蒙朦檬猛梦,meng2-meng2-meng2-meng3-meng4,5,"Tone2, Tone2, Tone2, Tone3, Tone4",5,Medium,蒙朦檬猛梦蒙朦檬,"5 tone variants of ""meng"""
Tone_Series,diao,叼雕掉调吊,diao1-diao1-diao4-diao4-diao4,5,"Tone1, Tone1, Tone4, Tone4, Tone4",5,Medium,叼雕掉调吊叼雕掉,"5 tone variants of ""diao"""
Tone_Series,cun,村存寸,cun1-cun2-cun4,3,"Tone1, Tone2, Tone4",5,Easy,村存寸，寸存村,"3 tone variants of ""cun"""
Tone_Series,du,嘟独读毒赌堵睹度肚,du1-du2-du2-du2-du3-du3-du3-du4-du4,9,"Tone1, Tone2, Tone2, Tone2, Tone3, Tone3, Tone3, Tone4, Tone4",5,Medium,嘟独读毒赌堵睹度肚嘟独读,"9 tone variants of ""du"""
Tone_Series,cang,苍仓藏,cang1-cang1-cang2,3,"Tone1, Tone1, Tone2",5,Easy,苍仓藏，藏仓苍,"3 tone variants of ""cang"""
Tone_Series,lun,轮伦论,lun2-lun2-lun4,3,"Tone2, Tone2, Tone4",5,Easy,轮伦论，论伦轮,"3 tone variants of ""lun"""
Tone_Series,xiong,兄胸凶匈汹雄,xiong1-xiong1-xiong1-xiong1-xiong1-xiong2,6,"Tone1, Tone1, Tone1, Tone1, Tone1, Tone2",4,Medium,兄胸凶匈汹雄兄胸凶,"6 tone variants of ""xiong"""
Tone_Series,xun,勋熏寻训迅,xun1-xun1-xun2-xun4-xun4,5,"Tone1, Tone1, Tone2, Tone4, Tone4",4,Medium,勋熏寻训迅勋熏寻,"5 tone variants of ""xun"""
Tone_Series,sui,虽随岁碎祟隧,sui1-sui2-sui4-sui4-sui4-sui4,6,"Tone1, Tone2, Tone4, Tone4, Tone4, Tone4",4,Medium,虽随岁碎祟隧虽随岁,"6 tone variants of ""sui"""
Tone_Series,ku,哭骷苦库酷裤,ku1-ku1-ku3-ku4-ku4-ku4,6,"Tone1, Tone1, Tone3, Tone4, Tone4, Tone4",4,Medium,哭骷苦库酷裤哭骷苦,"6 tone variants of ""ku"""
Tone_Series,lv,旅捋缕绿虑律,lv3-lv3-lv3-lv4-lv4-lv4,6,"Tone3, Tone3, Tone3, Tone4, Tone4, Tone4",4,Medium,旅捋缕绿虑律旅捋缕,"6 tone variants of ""lv"""
Tone_Series,tan,瘫谈坛毯坦叹探,tan1-tan2-tan2-tan3-tan3-tan4-tan4,7,"Tone1, Tone2, Tone2, Tone3, Tone3, Tone4, Tone4",4,Medium,瘫谈坛毯坦叹探瘫谈坛,"7 tone variants of ""tan"""
Tone_Series,tuo,拖脱驼唾,tuo1-tuo1-tuo2-tuo4,4,"Tone1, Tone1, Tone2, Tone4",4,Medium,拖拖驼，驼脱唾,"4 tone variants of ""tuo"""
Tone_Series,pan,盘叛盼判,pan2-pan4-pan4-pan4,4,"Tone2, Tone4, Tone4, Tone4",3,Medium,盘盘盼，盼叛判,"4 tone variants of ""pan"""
Tone_Series,piao,漂飘瞟,piao1-piao1-piao3,3,"Tone1, Tone1, Tone3",3,Easy,漂飘瞟，瞟飘漂,"3 tone variants of ""piao"""
Tone_Series,wa,蛙娃瓦袜,wa1-wa2-wa3-wa4,4,"Tone1, Tone2, Tone3, Tone4",3,Medium,蛙蛙瓦，瓦娃袜,"4 tone variants of ""wa"""
Tone_Series,chun,唇纯蠢,chun2-chun2-chun3,3,"Tone2, Tone2, Tone3",3,Easy,唇纯蠢，蠢纯唇,"3 tone variants of ""chun"""
Tone_Series,zu,族足阻组,zu2-zu2-zu3-zu3,4,"Tone2, Tone2, Tone3, Tone3",2,Medium,族族阻，阻足组,"4 tone variants of ""zu"""
Tone_Series,ce,侧厕策,ce4-ce4-ce4,3,"Tone4, Tone4, Tone4",2,Easy,侧厕策，策厕侧,"3 tone variants of ""ce"""
Tone_Series,ao,熬傲奥,ao2-ao4-ao4,3,"Tone2, Tone4, Tone4",2,Easy,熬傲奥，奥傲熬,"3 tone variants of ""ao"""
Tone_Series,ning,凝宁柠,ning2-ning2-ning2,3,"Tone2, Tone2, Tone2",2,Easy,凝宁柠，柠宁凝,"3 tone variants of ""ning"""
Retroflex_Palatal_Dental,sh-q-z,是气自,shi4-qi4-zi4,3,4,454,Hard,是气自，自气是,Retroflex→Palatal→Dental: sh-q-z
Retroflex_Dental,sh-s,说缩,shuo1-suo1,2,1,348,Hard,说说缩，缩缩说,Retroflex→Dental: sh-s
Retroflex_Dental,zh-s,这色,zhe4-se4,2,4,329,Hard,这这色，色色这,Retroflex→Dental: zh-s
Retroflex_Dental,sh-z,上脏,shang4-zang4,2,4,314,Hard,上上脏，脏脏上,Retroflex→Dental: sh-z
Retroflex_Dental,sh-z,手走,shou3-zou3,2,3,184,Hard,手手走，走走手,Retroflex→Dental: sh-z
Retroflex_Palatal_Dental,zh-q-s,只起死,zhi3-qi3-si3,3,3,177,Hard,只起死，死起只,Retroflex→Palatal→Dental: zh-q-s
Retroflex_Dental,sh-z,声增,sheng1-zeng1,2,1,169,Hard,声声增，增增声,Retroflex→Dental: sh-z
Retroflex_Palatal_Dental,zh-q-s,住去诉,zhu4-qu4-su4,3,4,158,Hard,住去诉，诉去住,Retroflex→Palatal→Dental: zh-q-s
Retroflex_Palatal_Dental,zh-x-s,知西斯,zhi1-xi1-si1,3,1,153,Hard,知西斯，斯西知,Retroflex→Palatal→Dental: zh-x-s
Retroflex_Palatal_Dental,sh-q-c,时奇茨,shi2-qi2-ci2,3,2,127,Hard,时奇茨，茨奇时,Retroflex→Palatal→Dental: sh-q-c
Retroflex_Dental,ch-c,虫从,chong2-cong2,2,2,125,Hard,虫虫从，从从虫,Retroflex→Dental: ch-c
Retroflex_Palatal_Dental,ch-x-c,出需粗,chu1-xu1-cu1,3,1,113,Hard,出需粗，粗需出,Retroflex→Palatal→Dental: ch-x-c
Retroflex_Dental,sh-s,身森,shen1-sen1,2,1,88,Hard,身身森，森森身,Retroflex→Dental: sh-s
Retroflex_Dental,sh-z,睡最,shui4-zui4,2,4,87,Hard,睡睡最，最最睡,Retroflex→Dental: sh-z
Retroflex_Dental,sh-z,烁做,shuo4-zuo4,2,4,61,Hard,烁烁做，做做烁,Retroflex→Dental: sh-z
Retroflex_Dental,sh-z,审怎,shen3-zen3,2,3,61,Hard,审审怎，怎怎审,Retroflex→Dental: sh-z
Retroflex_Dental,zh-c,张苍,zhang1-cang1,2,1,59,Hard,张张苍，苍苍张,Retroflex→Dental: zh-c
Retroflex_Dental,zh-s,长嗓,zhang3-sang3,2,3,59,Hard,长长嗓，嗓嗓长,Retroflex→Dental: zh-s
Retroflex_Dental,zh-s,找扫,zhao3-sao3,2,3,57,Hard,找找扫，扫扫找,Retroflex→Dental: zh-s
Retroflex_Dental,zh-z,种总,zhong3-zong3,2,3,56,Hard,种种总，总总种,Retroflex→Dental: zh-z
Retroflex_Dental,zh-s,中松,zhong1-song1,2,1,55,Hard,中中松，松松中,Retroflex→Dental: zh-s
Retroflex_Dental,sh-s,山三,shan1-san1,2,1,54,Hard,山山三，三三山,Retroflex→Dental: sh-s
Retroflex_Dental,zh-s,站散,zhan4-san4,2,4,50,Hard,站站散，散散站,Retroflex→Dental: zh-s
Retroflex_Dental,sh-c,授凑,shou4-cou4,2,4,46,Hard,授授凑，凑凑授,Retroflex→Dental: sh-c
Retroflex_Dental,zh-z,正锃,zheng4-zeng4,2,4,43,Hard,正正锃，锃锃正,Retroflex→Dental: zh-z
Retroflex_Palatal,ch-q,传全,chuan2-quan2,2,2,43,Hard,传传全，全全传,Retroflex→Palatal: ch-q
Retroflex_Dental,ch-c,常藏,chang2-cang2,2,2,41,Hard,常常藏，藏藏常,Retroflex→Dental: ch-c
Retroflex_Palatal,zh-x,转选,zhuan3-xuan3,2,3,39,Hard,转转选，选选转,Retroflex→Palatal: zh-x
Retroflex_Dental,sh-z,水嘴,shui3-zui3,2,3,37,Hard,水水嘴，嘴嘴水,Retroflex→Dental: sh-z
Retroflex_Dental,ch-c,成曾,cheng2-ceng2,2,2,34,Hard,成成曾，曾曾成,Retroflex→Dental: ch-c
Retroflex_Dental,sh-s,谁随,shui2-sui2,2,2,33,Hard,谁谁随，随随谁,Retroflex→Dental: sh-s
Retroflex_Dental,zh-s,重送,zhong4-song4,2,4,30,Hard,重重送，送送重,Retroflex→Dental: zh-s
Retroflex_Dental,sh-s,闪伞,shan3-san3,2,3,28,Hard,闪闪伞，伞伞闪,Retroflex→Dental: sh-s
Retroflex_Palatal_Dental,zh-x-z,主许阻,zhu3-xu3-zu3,3,3,25,Hard,主许阻，阻许主,Retroflex→Palatal→Dental: zh-x-z
Retroflex_Palatal_Dental,ch-q-z,穿圈钻,chuan1-quan1-zuan1,3,1,22,Hard,穿圈钻，钻圈穿,Retroflex→Palatal→Dental: ch-q-z
Retroflex_Dental,ch-s,抽嗖,chou1-sou1,2,1,18,Hard,抽抽嗖，嗖嗖抽,Retroflex→Dental: ch-s
Retroflex_Dental,sh-c,杀擦,sha1-ca1,2,1,15,Hard,杀杀擦，擦擦杀,Retroflex→Dental: sh-c
Retroflex_Dental,zh-s,摘塞,zhai1-sai1,2,1,14,Hard,摘摘塞，塞塞摘,Retroflex→Dental: zh-s
Retroflex_Dental,sh-z,蛇则,she2-ze2,2,2,10,Hard,蛇蛇则，则则蛇,Retroflex→Dental: sh-z
Retroflex_Dental,zh-z,窄仔,zhai3-zai3,2,3,10,Hard,窄窄仔，仔仔窄,Retroflex→Dental: zh-z
Retroflex_Dental,sh-z,烧糟,shao1-zao1,2,1,10,Hard,烧烧糟，糟糟烧,Retroflex→Dental: sh-z
Retroflex_Palatal_Dental,ch-q-c,唇群存,chun2-qun2-cun2,3,2,8,Hard,唇群存，存群唇,Retroflex→Palatal→Dental: ch-q-c
Retroflex_Palatal_Dental,sh-x-c,顺训寸,shun4-xun4-cun4,3,4,8,Hard,顺训寸，寸训顺,Retroflex→Palatal→Dental: sh-x-c
Retroflex_Dental,zh-z,照躁,zhao4-zao4,2,4,7,Hard,照照躁，躁躁照,Retroflex→Dental: zh-z
Retroflex_Palatal_Dental,ch-j-z,除局族,chu2-ju2-zu2,3,2,7,Hard,除局族，族局除,Retroflex→Palatal→Dental: ch-j-z
Retroflex_Dental,ch-z,查砸,cha2-za2,2,2,6,Hard,查查砸，砸砸查,Retroflex→Dental: ch-z
Retroflex_Palatal_Dental,ch-j-s,串倦算,chuan4-juan4-suan4,3,4,5,Hard,串倦算，算倦串,Retroflex→Palatal→Dental: ch-j-s
Retroflex_Dental,zh-s,追虽,zhui1-sui1,2,1,4,Hard,追追虽，虽虽追,Retroflex→Dental: zh-s
Retroflex_Dental,ch-c,蟾残,chan2-can2,2,2,3,Hard,蟾蟾残，残残蟾,Retroflex→Dental: ch-c
Palatal_Dental,j-c,军村,jun1-cun1,2,1,2,Hard,军军村，村村军,Palatal→Dental: j-c
n_ng_Contrast,an-ang,扇上,shan4-shang4,2,4,319,Hard,扇扇上，上上扇,n/ng final: an-ang
n_ng_Contrast,en-eng,身声,shen1-sheng1,2,1,253,Hard,身身声，声声身,n/ng final: en-eng
n_ng_Contrast,en-eng,人仍,ren2-reng2,2,2,251,Hard,人人仍，仍仍人,n/ng final: en-eng
n_ng_Contrast,an-ong,看控,kan4-kong4,2,4,214,Hard,看看控，控控看,n/ng final: an-ong
n_ng_Contrast,an-eng,难能,nan2-neng2,2,2,136,Hard,难难能，能能难,n/ng final: an-eng
n_ng_Contrast,en-eng,什绳,shen2-sheng2,2,2,135,Hard,什什绳，绳绳什,n/ng final: en-eng
n_ng_Contrast,en-ang,问望,wen4-wang4,2,4,126,Hard,问问望，望望问,n/ng final: en-ang
n_ng_Contrast,un-ong,存从,cun2-cong2,2,2,119,Hard,存存从，从从存,n/ng final: un-ong
n_ng_Contrast,an-ing,眼影,yan3-ying3,2,3,113,Hard,眼眼影，影影眼,n/ng final: an-ing
n_ng_Contrast,en-ang,真张,zhen1-zhang1,2,1,100,Hard,真真张，张张真,n/ng final: en-ang
n_ng_Contrast,en-ang,恩肮,en1-ang1,2,1,98,Hard,恩恩肮，肮肮恩,n/ng final: en-ang
n_ng_Contrast,an-eng,站正,zhan4-zheng4,2,4,92,Hard,站站正，正正站,n/ng final: an-eng
n_ng_Contrast,an-ong,厌用,yan4-yong4,2,4,91,Hard,厌厌用，用用厌,n/ng final: an-ong
n_ng_Contrast,en-ong,跟公,gen1-gong1,2,1,89,Hard,跟跟公，公公跟,n/ng final: en-ong
n_ng_Contrast,en-ing,门明,men2-ming2,2,2,86,Hard,门门明，明明门,n/ng final: en-ing
n_ng_Contrast,an-ong,但动,dan4-dong4,2,4,85,Hard,但但动，动动但,n/ng final: an-ong
n_ng_Contrast,in-ing,金睛,jin1-jing1,2,1,85,Hard,金金睛，睛睛金,n/ng final: in-ing
n_ng_Contrast,in-ing,音鹰,yin1-ying1,2,1,84,Hard,音音鹰，鹰鹰音,n/ng final: in-ing
n_ng_Contrast,in-eng,敏猛,min3-meng3,2,3,83,Hard,敏敏猛，猛猛敏,n/ng final: in-eng
n_ng_Contrast,in-ing,心星,xin1-xing1,2,1,83,Hard,心心星，星星心,n/ng final: in-ing
n_ng_Contrast,en-ang,认让,ren4-rang4,2,4,76,Hard,认认让，让让认,n/ng final: en-ang
n_ng_Contrast,en-ong,怎总,zen3-zong3,2,3,73,Hard,怎怎总，总总怎,n/ng final: en-ong
n_ng_Contrast,an-eng,干更,gan4-geng4,2,4,67,Hard,干干更，更更干,n/ng final: an-eng
n_ng_Contrast,un-ing,吞听,tun1-ting1,2,1,66,Hard,吞吞听，听听吞,n/ng final: un-ing
n_ng_Contrast,un-ang,准长,zhun3-zhang3,2,3,66,Hard,准准长，长长准,n/ng final: un-ang
n_ng_Contrast,en-ang,分方,fen1-fang1,2,1,63,Hard,分分方，方方分,n/ng final: en-ang
n_ng_Contrast,an-ong,三松,san1-song1,2,1,60,Hard,三三松，松松三,n/ng final: an-ong
n_ng_Contrast,en-ang,沉常,chen2-chang2,2,2,59,Hard,沉沉常，常常沉,n/ng final: en-ang
n_ng_Contrast,an-ang,兰狼,lan2-lang2,2,2,56,Hard,兰兰狼，狼狼兰,n/ng final: an-ang
n_ng_Contrast,in-ing,进静,jin4-jing4,2,4,56,Hard,进进静，静静进,n/ng final: in-ing
n_ng_Contrast,in-ing,信幸,xin4-xing4,2,4,50,Hard,信信幸，幸幸信,n/ng final: in-ing
n_ng_Contrast,an-ing,办并,ban4-bing4,2,4,47,Hard,办办并，并并办,n/ng final: an-ing
n_ng_Contrast,un-ing,群情,qun2-qing2,2,2,46,Hard,群群情，情情群,n/ng final: un-ing
n_ng_Contrast,an-ong,单东,dan1-dong1,2,1,45,Hard,单单东，东东单,n/ng final: an-ong
n_ng_Contrast,in-ing,紧警,jin3-jing3,2,3,43,Hard,紧紧警，警警紧,n/ng final: in-ing
n_ng_Contrast,in-ing,亲清,qin1-qing1,2,1,43,Hard,亲亲清，清清亲,n/ng final: in-ing
n_ng_Contrast,an-ang,烦房,fan2-fang2,2,2,42,Hard,烦烦房，房房烦,n/ng final: an-ang
n_ng_Contrast,an-ong,谈同,tan2-tong2,2,2,39,Hard,谈谈同，同同谈,n/ng final: an-ong
n_ng_Contrast,en-ang,本膀,ben3-bang3,2,3,37,Hard,本本膀，膀膀本,n/ng final: en-ang
n_ng_Contrast,un-ing,寻形,xun2-xing2,2,2,37,Hard,寻寻形，形形寻,n/ng final: un-ing
n_ng_Contrast,an-ang,晚往,wan3-wang3,2,3,36,Hard,晚晚往，往往晚,n/ng final: an-ang
n_ng_Contrast,an-ang,饭放,fan4-fang4,2,4,35,Hard,饭饭放，放放饭,n/ng final: an-ang
n_ng_Contrast,an-ing,盘平,pan2-ping2,2,2,33,Hard,盘盘平，平平盘,n/ng final: an-ing
n_ng_Contrast,an-ang,产场,chan3-chang3,2,3,30,Hard,产产场，场场产,n/ng final: an-ang
n_ng_Contrast,an-ong,刊空,kan1-kong1,2,1,28,Hard,刊刊空，空空刊,n/ng final: an-ong
n_ng_Contrast,en-ong,肯恐,ken3-kong3,2,3,27,Hard,肯肯恐，恐恐肯,n/ng final: en-ong
n_ng_Contrast,an-ing,滥另,lan4-ling4,2,4,26,Hard,滥滥另，另另滥,n/ng final: an-ing
n_ng_Contrast,un-ong,魂红,hun2-hong2,2,2,26,Hard,魂魂红，红红魂,n/ng final: un-ong
n_ng_Contrast,an-ang,班帮,ban1-bang1,2,1,25,Hard,班班帮，帮帮班,n/ng final: an-ang
n_ng_Contrast,an-ing,慢命,man4-ming4,2,4,21,Hard,慢慢命，命命慢,n/ng final: an-ing
n_ng_Contrast,an-eng,胆等,dan3-deng3,2,3,21,Hard,胆胆等，等等胆,n/ng final: an-eng
n_ng_Contrast,an-ang,完王,wan2-wang2,2,2,19,Hard,完完王，王王完,n/ng final: an-ang
n_ng_Contrast,an-eng,懒冷,lan3-leng3,2,3,18,Hard,懒懒冷，冷冷懒,n/ng final: an-eng
n_ng_Contrast,an-ong,参匆,can1-cong1,2,1,17,Hard,参参匆，匆匆参,n/ng final: an-ong
n_ng_Contrast,an-ang,严羊,yan2-yang2,2,2,15,Hard,严严羊，羊羊严,n/ng final: an-ang
n_ng_Contrast,an-ang,毯躺,tan3-tang3,2,3,12,Hard,毯毯躺，躺躺毯,n/ng final: an-ang
n_ng_Contrast,an-ong,散送,san4-song4,2,4,10,Hard,散散送，送送散,n/ng final: an-ong
n_ng_Contrast,un-eng,昏哼,hun1-heng1,2,1,8,Hard,昏昏哼，哼哼昏,n/ng final: un-eng
n_ng_Contrast,an-ang,反仿,fan3-fang3,2,3,8,Hard,反反仿，仿仿反,n/ng final: an-ang
n_ng_Contrast,an-ong,叹痛,tan4-tong4,2,4,8,Hard,叹叹痛，痛痛叹,n/ng final: an-ong
n_ng_Contrast,an-ang,叛胖,pan4-pang4,2,4,8,Hard,叛叛胖，胖胖叛,n/ng final: an-ang
n_ng_Contrast,in-eng,拼砰,pin1-peng1,2,1,8,Hard,拼拼砰，砰砰拼,n/ng final: in-eng
n_ng_Contrast,en-ang,忍嚷,ren3-rang3,2,3,8,Hard,忍忍嚷，嚷嚷忍,n/ng final: en-ang
n_ng_Contrast,in-eng,品捧,pin3-peng3,2,3,6,Hard,品品捧，捧捧品,n/ng final: in-eng
n_ng_Contrast,an-ang,伞嗓,san3-sang3,2,3,4,Hard,伞伞嗓，嗓嗓伞,n/ng final: an-ang
n_ng_Contrast,an-eng,弯嗡,wan1-weng1,2,1,4,Hard,弯弯嗡，嗡嗡弯,n/ng final: an-eng
n_ng_Contrast,in-ang,拎啷,lin1-lang1,2,1,3,Hard,拎拎啷，啷啷拎,n/ng final: in-ang
Aspiration_Contrast,d-t,搭他,da1-ta1,2,1,819,Medium,搭搭他，他他搭,Aspiration: d vs t
Aspiration_Contrast,d-t,地惕,di4-ti4,2,4,583,Medium,地地惕，惕惕地,Aspiration: d vs t
Aspiration_Contrast,b-p,不铺,bu4-pu4,2,4,560,Medium,不不铺，铺铺不,Aspiration: b vs p
Aspiration_Contrast,g-k,个克,ge4-ke4,2,4,473,Medium,个个克，克克个,Aspiration: g vs k
Aspiration_Contrast,d-t,到套,dao4-tao4,2,4,237,Medium,到到套，套套到,Aspiration: d vs t
Aspiration_Contrast,g-k,干看,gan4-kan4,2,4,237,Medium,干干看，看看干,Aspiration: g vs k
Aspiration_Contrast,j-q,己起,ji3-qi3,2,3,192,Medium,己己起，起起己,Aspiration: j vs q
Aspiration_Contrast,d-t,大踏,da4-ta4,2,4,179,Medium,大大踏，踏踏大,Aspiration: d vs t
Aspiration_Contrast,d-t,都偷,dou1-tou1,2,1,161,Medium,都都偷，偷偷都,Aspiration: d vs t
Aspiration_Contrast,j-q,句去,ju4-qu4,2,4,150,Medium,句句去，去去句,Aspiration: j vs q
Aspiration_Contrast,g-k,过廓,guo4-kuo4,2,4,150,Medium,过过廓，廓廓过,Aspiration: g vs k
Aspiration_Contrast,zh-ch,知吃,zhi1-chi1,2,1,144,Medium,知知吃，吃吃知,Aspiration: zh vs ch
Aspiration_Contrast,d-t,多拖,duo1-tuo1,2,1,144,Medium,多多拖，拖拖多,Aspiration: d vs t
Aspiration_Contrast,zh-ch,猪出,zhu1-chu1,2,1,143,Medium,猪猪出，出出猪,Aspiration: zh vs ch
Aspiration_Contrast,j-q,见欠,jian4-qian4,2,4,130,Medium,见见欠，欠欠见,Aspiration: j vs q
Aspiration_Contrast,zh-ch,只尺,zhi3-chi3,2,3,126,Medium,只只尺，尺尺只,Aspiration: zh vs ch
Aspiration_Contrast,z-c,自次,zi4-ci4,2,4,125,Medium,自自次，次次自,Aspiration: z vs c
Aspiration_Contrast,g-k,该开,gai1-kai1,2,1,120,Medium,该该开，开开该,Aspiration: g vs k
Aspiration_Contrast,j-q,记气,ji4-qi4,2,4,108,Medium,记记气，气气记,Aspiration: j vs q
Aspiration_Contrast,d-t,对退,dui4-tui4,2,4,108,Medium,对对退，退退对,Aspiration: d vs t
Aspiration_Contrast,g-k,怪快,guai4-kuai4,2,4,92,Medium,怪怪快，快快怪,Aspiration: g vs k
Aspiration_Contrast,d-t,盯听,ding1-ting1,2,1,90,Medium,盯盯听，听听盯,Aspiration: d vs t
Aspiration_Contrast,d-t,甸天,dian1-tian1,2,1,89,Medium,甸甸天，天天甸,Aspiration: d vs t
Aspiration_Contrast,j-q,级奇,ji2-qi2,2,2,88,Medium,级级奇，奇奇级,Aspiration: j vs q
Aspiration_Contrast,zh-ch,长场,zhang3-chang3,2,3,81,Medium,长长场，场场长,Aspiration: zh vs ch
Aspiration_Contrast,j-q,睛清,jing1-qing1,2,1,79,Medium,睛睛清，清清睛,Aspiration: j vs q
Aspiration_Contrast,d-t,袋太,dai4-tai4,2,4,75,Medium,袋袋太，太太袋,Aspiration: d vs t
Aspiration_Contrast,z-c,最脆,zui4-cui4,2,4,75,Medium,最最脆，脆脆最,Aspiration: z vs c
Aspiration_Contrast,b-p,被佩,bei4-pei4,2,4,72,Medium,被被佩，佩佩被,Aspiration: b vs p
Aspiration_Contrast,zh-ch,住处,zhu4-chu4,2,4,68,Medium,住住处，处处住,Aspiration: zh vs ch
Aspiration_Contrast,g-k,狗口,gou3-kou3,2,3,66,Medium,狗狗口，口口狗,Aspiration: g vs k
Aspiration_Contrast,j-q,间签,jian1-qian1,2,1,66,Medium,间间签，签签间,Aspiration: j vs q
Aspiration_Contrast,z-c,做错,zuo4-cuo4,2,4,65,Medium,做做错，错错做,Aspiration: z vs c
Aspiration_Contrast,b-p,边篇,bian1-pian1,2,1,63,Medium,边边篇，篇篇边,Aspiration: b vs p
