Order Number,Item,Pinyin,Frequency,Choice_Tone1,Choice_Tone2,Choice_Tone3,Choice_Tone4,Choice_Neutral,Correct_Answer
826,啪,pa1,9,pa1,pa2,pa3,pa4,pa,pa1
827,徒,tu2,9,tu1,tu2,tu3,tu4,tu,tu2
828,徽,hui1,9,hui1,hui2,hui3,hui4,hui,hui1
829,扔,reng1,9,reng1,reng2,reng3,reng4,reng,reng1
830,挣,zheng1,9,zheng1,zheng2,zheng3,zheng4,zheng,zheng1
831,控,kong4,9,kong1,kong2,kong3,kong4,kong,kong4
832,擦,ca1,9,ca1,ca2,ca3,ca4,ca,ca1
833,攥,zuan4,9,zuan1,zuan2,zuan3,zuan4,zuan,zuan4
834,晃,huang3,9,huang1,huang2,huang3,huang4,huang,huang3
835,曼,man4,9,man1,man2,man3,man4,man,man4
836,梦,meng4,9,meng1,meng2,meng3,meng4,meng,meng4
837,棒,bang4,9,bang1,bang2,bang3,bang4,bang,bang4
838,段,duan4,9,duan1,duan2,duan3,duan4,duan,duan4
839,汽,qi4,9,qi1,qi2,qi3,qi4,qi,qi4
840,灰,hui1,9,hui1,hui2,hui3,hui4,hui,hui1
841,炉,lu2,9,lu1,lu2,lu3,lu4,lu,lu2
842,爆,bao4,9,bao1,bao2,bao3,bao4,bao,bao4
843,爬,pa2,9,pa1,pa2,pa3,pa4,pa,pa2
844,独,du2,9,du1,du2,du3,du4,du,du2
845,电,dian4,9,dian1,dian2,dian3,dian4,dian,dian4
846,痛,tong4,9,tong1,tong2,tong3,tong4,tong,tong4
847,盘,pan2,9,pan1,pan2,pan3,pan4,pan,pan2
848,确,que4,9,que1,que2,que3,que4,que,que4
849,约,yue1,9,yue1,yue2,yue3,yue4,yue,yue1
850,线,xian4,9,xian1,xian2,xian3,xian4,xian,xian4
851,统,tong3,9,tong1,tong2,tong3,tong4,tong,tong3
852,船,chuan2,9,chuan1,chuan2,chuan3,chuan4,chuan,chuan2
853,蓝,lan2,9,lan1,lan2,lan3,lan4,lan,lan2
854,讶,ya4,9,ya1,ya2,ya3,ya4,ya,ya4
855,躲,duo3,9,duo1,duo2,duo3,duo4,duo,duo3
856,运,yun4,9,yun1,yun2,yun3,yun4,yun,yun4
857,退,tui4,9,tui1,tui2,tui3,tui4,tui,tui4
858,采,cai3,9,cai1,cai2,cai3,cai4,cai,cai3
859,领,ling3,9,ling1,ling2,ling3,ling4,ling,ling3
860,骑,qi2,9,qi1,qi2,qi3,qi4,qi,qi2
861,七,qi1,8,qi1,qi2,qi3,qi4,qi,qi1
862,丛,cong2,8,cong1,cong2,cong3,cong4,cong,cong2
863,丽,li4,8,li1,li2,li3,li4,li,li4
864,产,chan3,8,chan1,chan2,chan3,chan4,chan,chan3
865,介,jie4,8,jie1,jie2,jie3,jie4,jie,jie4
866,入,ru4,8,ru1,ru2,ru3,ru4,ru,ru4
867,列,lie4,8,lie1,lie2,lie3,lie4,lie,lie4
868,剩,sheng4,8,sheng1,sheng2,sheng3,sheng4,sheng,sheng4
869,厚,hou4,8,hou1,hou2,hou3,hou4,hou,hou4
870,叼,diao1,8,diao1,diao2,diao3,diao4,diao,diao1
871,含,han2,8,han1,han2,han3,han4,han,han2
872,哒,da2,8,da1,da2,da3,da4,da,da2
873,哼,heng1,8,heng1,heng2,heng3,heng4,heng,heng1
874,唐,tang2,8,tang1,tang2,tang3,tang4,tang,tang2
875,啊,a,8,a1,a2,a3,a4,a,a
876,嗓,sang3,8,sang1,sang2,sang3,sang4,sang,sang3
877,寂,ji4,8,ji1,ji2,ji3,ji4,ji,ji4
878,寒,han2,8,han1,han2,han3,han4,han,han2
879,幻,huan4,8,huan1,huan2,huan3,huan4,huan,huan4
880,弩,nu3,8,nu1,nu2,nu3,nu4,nu,nu3
881,您,nin2,8,nin1,nin2,nin3,nin4,nin,nin2
882,拖,tuo1,8,tuo1,tuo2,tuo3,tuo4,tuo,tuo1
883,掌,zhang3,8,zhang1,zhang2,zhang3,zhang4,zhang,zhang3
884,推,tui1,8,tui1,tui2,tui3,tui4,tui,tui1
885,收,shou1,8,shou1,shou2,shou3,shou4,shou,shou1
886,断,duan4,8,duan1,duan2,duan3,duan4,duan,duan4
887,昏,hun1,8,hun1,hun2,hun3,hun4,hun,hun1
888,曾,ceng2,8,ceng1,ceng2,ceng3,ceng4,ceng,ceng2
889,朗,lang3,8,lang1,lang2,lang3,lang4,lang,lang3
890,机,ji1,8,ji1,ji2,ji3,ji4,ji,ji1
891,棵,ke1,8,ke1,ke2,ke3,ke4,ke,ke1
892,欠,qian4,8,qian1,qian2,qian3,qian4,qian,qian4
893,洗,xi3,8,xi1,xi2,xi3,xi4,xi,xi3
894,溜,liu1,8,liu1,liu2,liu3,liu4,liu,liu1
895,漂,piao1,8,piao1,piao2,piao3,piao4,piao,piao1
896,热,re4,8,re1,re2,re3,re4,re,re4
897,焦,jiao1,8,jiao1,jiao2,jiao3,jiao4,jiao,jiao1
898,焰,yan4,8,yan1,yan2,yan3,yan4,yan,yan4
899,熟,shu2,8,shu1,shu2,shu3,shu4,shu,shu2
900,爵,jue2,8,jue1,jue2,jue3,jue4,jue,jue2
901,狠,hen3,8,hen1,hen2,hen3,hen4,hen,hen3
902,盥,guan4,8,guan1,guan2,guan3,guan4,guan,guan4
903,究,jiu1,8,jiu1,jiu2,jiu3,jiu4,jiu,jiu1
904,竖,shu4,8,shu1,shu2,shu3,shu4,shu,shu4
905,端,duan1,8,duan1,duan2,duan3,duan4,duan,duan1
906,箭,jian4,8,jian1,jian2,jian3,jian4,jian,jian4
907,耸,song3,8,song1,song2,song3,song4,song,song3
908,肖,xiao4,8,xiao1,xiao2,xiao3,xiao4,xiao,xiao4
909,脏,zang4,8,zang1,zang2,zang3,zang4,zang,zang4
910,脖,bo2,8,bo1,bo2,bo3,bo4,bo,bo2
911,至,zhi4,8,zhi1,zhi2,zhi3,zhi4,zhi,zhi4
912,般,ban1,8,ban1,ban2,ban3,ban4,ban,ban1
913,苍,cang1,8,cang1,cang2,cang3,cang4,cang,cang1
914,茶,cha2,8,cha1,cha2,cha3,cha4,cha,cha2
915,议,yi4,8,yi1,yi2,yi3,yi4,yi,yi4
916,论,lun4,8,lun1,lun2,lun3,lun4,lun,lun4
917,象,xiang4,8,xiang1,xiang2,xiang3,xiang4,xiang,xiang4
918,贴,tie1,8,tie1,tie2,tie3,tie4,tie,tie1
919,贼,zei2,8,zei1,zei2,zei3,zei4,zei,zei2
920,踪,zong1,8,zong1,zong2,zong3,zong4,zong,zong1
921,速,su4,8,su1,su2,su3,su4,su,su4
922,释,shi4,8,shi1,shi2,shi3,shi4,shi,shi4
923,闷,men4,8,men1,men2,men3,men4,men,men4
924,际,ji4,8,ji1,ji2,ji3,ji4,ji,ji4
925,雾,wu4,8,wu1,wu2,wu3,wu4,wu,wu4
926,馆,guan3,8,guan1,guan2,guan3,guan4,guan,guan3
927,付,fu4,7,fu1,fu2,fu3,fu4,fu,fu4
928,伙,huo3,7,huo1,huo2,huo3,huo4,huo,huo3
929,偷,tou1,7,tou1,tou2,tou3,tou4,tou,tou1
930,允,yun3,7,yun1,yun2,yun3,yun4,yun,yun3
931,凤,feng4,7,feng1,feng2,feng3,feng4,feng,feng4
932,功,gong1,7,gong1,gong2,gong3,gong4,gong,gong1
933,努,nu3,7,nu1,nu2,nu3,nu4,nu,nu3
934,卧,wo4,7,wo1,wo2,wo3,wo4,wo,wo4
935,叹,tan4,7,tan1,tan2,tan3,tan4,tan,tan4
936,吁,xu1,7,xu1,xu2,xu3,xu4,xu,xu1
937,咆,pao2,7,pao1,pao2,pao3,pao4,pao,pao2
938,咔,ka1,7,ka1,ka2,ka3,ka4,ka,ka1
939,咙,long2,7,long1,long2,long3,long4,long,long2
940,哮,xiao1,7,xiao1,xiao2,xiao3,xiao4,xiao,xiao1
941,啦,la,7,la1,la2,la3,la4,la,la
942,喉,hou2,7,hou1,hou2,hou3,hou4,hou,hou2
943,喷,pen1,7,pen1,pen2,pen3,pen4,pen,pen1
944,团,tuan2,7,tuan1,tuan2,tuan3,tuan4,tuan,tuan2
945,圆,yuan2,7,yuan1,yuan2,yuan3,yuan4,yuan,yuan2
946,妙,miao4,7,miao1,miao2,miao3,miao4,miao,miao4
947,委,wei3,7,wei1,wei2,wei3,wei4,wei,wei3
948,层,ceng2,7,ceng1,ceng2,ceng3,ceng4,ceng,ceng2
949,巷,xiang4,7,xiang1,xiang2,xiang3,xiang4,xiang,xiang4
950,度,du4,7,du1,du2,du3,du4,du,du4
951,廷,ting2,7,ting1,ting2,ting3,ting4,ting,ting2
952,彩,cai3,7,cai1,cai2,cai3,cai4,cai,cai3
953,悉,xi1,7,xi1,xi2,xi3,xi4,xi,xi1
954,扎,zha1,7,zha1,zha2,zha3,zha4,zha,zha1
955,捅,tong3,7,tong1,tong2,tong3,tong4,tong,tong3
956,排,pai2,7,pai1,pai2,pai3,pai4,pai,pai2
957,旋,xuan2,7,xuan1,xuan2,xuan3,xuan4,xuan,xuan2
958,易,yi4,7,yi1,yi2,yi3,yi4,yi,yi4
959,柱,zhu4,7,zhu1,zhu2,zhu3,zhu4,zhu,zhu4
960,森,sen1,7,sen1,sen2,sen3,sen4,sen,sen1
961,永,yong3,7,yong1,yong2,yong3,yong4,yong,yong3
962,泣,qi4,7,qi1,qi2,qi3,qi4,qi,qi4
963,派,pai4,7,pai1,pai2,pai3,pai4,pai,pai4
964,流,liu2,7,liu1,liu2,liu3,liu4,liu,liu2
965,滑,hua2,7,hua1,hua2,hua3,hua4,hua,hua2
966,灯,deng1,7,deng1,deng2,deng3,deng4,deng,deng1
967,烁,shuo4,7,shuo1,shuo2,shuo3,shuo4,shuo,shuo4
968,烧,shao1,7,shao1,shao2,shao3,shao4,shao,shao1
969,猎,lie4,7,lie1,lie2,lie3,lie4,lie,lie4
970,王,wang2,7,wang1,wang2,wang3,wang4,wang,wang2
971,瓶,ping2,7,ping1,ping2,ping3,ping4,ping,ping2
972,篇,pian1,7,pian1,pian2,pian3,pian4,pian,pian1
973,类,lei4,7,lei1,lei2,lei3,lei4,lei,lei4
974,维,wei2,7,wei1,wei2,wei3,wei4,wei,wei2
975,耀,yao4,7,yao1,yao2,yao3,yao4,yao,yao4
976,育,yu4,7,yu1,yu2,yu3,yu4,yu,yu4
977,腔,qiang1,7,qiang1,qiang2,qiang3,qiang4,qiang,qiang1
978,膝,xi1,7,xi1,xi2,xi3,xi4,xi,xi1
979,臂,bi4,7,bi1,bi2,bi3,bi4,bi,bi4
980,藏,cang2,7,cang1,cang2,cang3,cang4,cang,cang2
981,观,guan1,7,guan1,guan2,guan3,guan4,guan,guan1
982,诞,dan4,7,dan1,dan2,dan3,dan4,dan,dan4
983,迫,po4,7,po1,po2,po3,po4,po,po4
984,追,zhui1,7,zhui1,zhui2,zhui3,zhui4,zhui,zhui1
985,适,shi4,7,shi1,shi2,shi3,shi4,shi,shi4
986,铃,ling2,7,ling1,ling2,ling3,ling4,ling,ling2
987,闭,bi4,7,bi1,bi2,bi3,bi4,bi,bi4
988,震,zhen4,7,zhen1,zhen2,zhen3,zhen4,zhen,zhen4
989,霉,mei2,7,mei1,mei2,mei3,mei4,mei,mei2
990,鞠,ju1,7,ju1,ju2,ju3,ju4,ju,ju1
991,骨,gu3,7,gu1,gu2,gu3,gu4,gu,gu3
992,鼓,gu3,7,gu1,gu2,gu3,gu4,gu,gu3
993,万,wan4,6,wan1,wan2,wan3,wan4,wan,wan4
994,且,qie3,6,qie1,qie2,qie3,qie4,qie,qie3
995,久,jiu3,6,jiu1,jiu2,jiu3,jiu4,jiu,jiu3
996,促,cu4,6,cu1,cu2,cu3,cu4,cu,cu4
997,具,ju4,6,ju1,ju2,ju3,ju4,ju,ju4
998,凑,cou4,6,cou1,cou2,cou3,cou4,cou,cou4
999,凰,huang2,6,huang1,huang2,huang3,huang4,huang,huang2
1000,匙,shi,6,shi1,shi2,shi3,shi4,shi,shi
1001,占,zhan4,6,zhan1,zhan2,zhan3,zhan4,zhan,zhan4
1002,即,ji2,6,ji1,ji2,ji3,ji4,ji,ji2
1003,反,fan3,6,fan1,fan2,fan3,fan4,fan,fan3
1004,咕,gu1,6,gu1,gu2,gu3,gu4,gu,gu1
1005,咯,ge1,6,ge1,ge2,ge3,ge4,ge,ge1
1006,喃,nan2,6,nan1,nan2,nan3,nan4,nan,nan2
1007,嗖,sou1,6,sou1,sou2,sou3,sou4,sou,sou1
1008,夹,jia1,6,jia1,jia2,jia3,jia4,jia,jia1
1009,套,tao4,6,tao1,tao2,tao3,tao4,tao,tao4
1010,尬,ga4,6,ga1,ga2,ga3,ga4,ga,ga4
1011,尴,gan1,6,gan1,gan2,gan3,gan4,gan,gan1
1012,屁,pi4,6,pi1,pi2,pi3,pi4,pi,pi4
1013,左,zuo3,6,zuo1,zuo2,zuo3,zuo4,zuo,zuo3
1014,巧,qiao3,6,qiao1,qiao2,qiao3,qiao4,qiao,qiao3
1015,库,ku4,6,ku1,ku2,ku3,ku4,ku,ku4
1016,庞,pang2,6,pang1,pang2,pang3,pang4,pang,pang2
1017,建,jian4,6,jian1,jian2,jian3,jian4,jian,jian4
1018,异,yi4,6,yi1,yi2,yi3,yi4,yi,yi4
1019,悬,xuan2,6,xuan1,xuan2,xuan3,xuan4,xuan,xuan2
1020,承,cheng2,6,cheng1,cheng2,cheng3,cheng4,cheng,cheng2
1021,捡,jian3,6,jian1,jian2,jian3,jian4,jian,jian3
1022,据,ju4,6,ju1,ju2,ju3,ju4,ju,ju4
1023,握,wo4,6,wo1,wo2,wo3,wo4,wo,wo4
1024,撒,sa1,6,sa1,sa2,sa3,sa4,sa,sa1
1025,攻,gong1,6,gong1,gong2,gong3,gong4,gong,gong1
1026,旅,lv3,6,lv1,lv2,lv3,lv4,lv,lv3
1027,晨,chen2,6,chen1,chen2,chen3,chen4,chen,chen2
1028,景,jing3,6,jing1,jing2,jing3,jing4,jing,jing3
1029,暑,shu3,6,shu1,shu2,shu3,shu4,shu,shu3
1030,某,mou3,6,mou1,mou2,mou3,mou4,mou,mou3
1031,状,zhuang4,6,zhuang1,zhuang2,zhuang3,zhuang4,zhuang,zhuang4
1032,狂,kuang2,6,kuang1,kuang2,kuang3,kuang4,kuang,kuang2
1033,环,huan2,6,huan1,huan2,huan3,huan4,huan,huan2
1034,瞧,qiao2,6,qiao1,qiao2,qiao3,qiao4,qiao,qiao2
1035,祝,zhu4,6,zhu1,zhu2,zhu3,zhu4,zhu,zhu4
1036,祥,xiang2,6,xiang1,xiang2,xiang3,xiang4,xiang,xiang2
1037,竟,jing4,6,jing1,jing2,jing3,jing4,jing,jing4
1038,考,kao3,6,kao1,kao2,kao3,kao4,kao,kao3
1039,胸,xiong1,6,xiong1,xiong2,xiong3,xiong4,xiong,xiong1
1040,脱,tuo1,6,tuo1,tuo2,tuo3,tuo4,tuo,tuo1
1041,舒,shu1,6,shu1,shu2,shu3,shu4,shu,shu1
1042,虑,lv4,6,lv1,lv2,lv3,lv4,lv,lv4
1043,螺,luo2,6,luo1,luo2,luo3,luo4,luo,luo2
1044,袜,wa4,6,wa1,wa2,wa3,wa4,wa,wa4
1045,裹,guo3,6,guo1,guo2,guo3,guo4,guo,guo3
1046,读,du2,6,du1,du2,du3,du4,du,du2
1047,贾,jia3,6,jia1,jia2,jia3,jia4,jia,jia3
1048,轮,lun2,6,lun1,lun2,lun3,lun4,lun,lun2
1049,迎,ying2,6,ying1,ying2,ying3,ying4,ying,ying2
1050,迹,ji4,6,ji1,ji2,ji3,ji4,ji,ji4
1051,递,di4,6,di1,di2,di3,di4,di,di4
1052,遇,yu4,6,yu1,yu2,yu3,yu4,yu,yu4
1053,钥,yao4,6,yao1,yao2,yao3,yao4,yao,yao4
1054,钱,qian2,6,qian1,qian2,qian3,qian4,qian,qian2
1055,闯,chuang3,6,chuang1,chuang2,chuang3,chuang4,chuang,chuang3
1056,阶,jie1,6,jie1,jie2,jie3,jie4,jie,jie1
1057,专,zhuan1,5,zhuan1,zhuan2,zhuan3,zhuan4,zhuan,zhuan1
1058,伟,wei3,5,wei1,wei2,wei3,wei4,wei,wei3
1059,伯,bo2,5,bo1,bo2,bo3,bo4,bo,bo2
1060,值,zhi2,5,zhi1,zhi2,zhi3,zhi4,zhi,zhi2
1061,充,chong1,5,chong1,chong2,chong3,chong4,chong,chong1
1062,兜,dou1,5,dou1,dou2,dou3,dou4,dou,dou1
1063,八,ba1,5,ba1,ba2,ba3,ba4,ba,ba1
1064,剪,jian3,5,jian1,jian2,jian3,jian4,jian,jian3
1065,化,hua4,5,hua1,hua2,hua3,hua4,hua,hua4
1066,千,qian1,5,qian1,qian2,qian3,qian4,qian,qian1
1067,南,nan2,5,nan1,nan2,nan3,nan4,nan,nan2
1068,吟,yin2,5,yin1,yin2,yin3,yin4,yin,yin2
1069,吻,wen3,5,wen1,wen2,wen3,wen4,wen,wen3
1070,呻,shen1,5,shen1,shen2,shen3,shen4,shen,shen1
1071,哧,chi1,5,chi1,chi2,chi3,chi4,chi,chi1
1072,啷,lang1,5,lang1,lang2,lang3,lang4,lang,lang1
1073,坩,gan1,5,gan1,gan2,gan3,gan4,gan,gan1
1074,埋,mai2,5,mai1,mai2,mai3,mai4,mai,mai2
1075,埚,guo1,5,guo1,guo2,guo3,guo4,guo,guo1
1076,夺,duo2,5,duo1,duo2,duo3,duo4,duo,duo2
1077,奶,nai3,5,nai1,nai2,nai3,nai4,nai,nai3
1078,妇,fu4,5,fu1,fu2,fu3,fu4,fu,fu4
1079,孔,kong3,5,kong1,kong2,kong3,kong4,kong,kong3
1080,居,ju1,5,ju1,ju2,ju3,ju4,ju,ju1
1081,山,shan1,5,shan1,shan2,shan3,shan4,shan,shan1
1082,席,xi2,5,xi1,xi2,xi3,xi4,xi,xi2
1083,幅,fu2,5,fu1,fu2,fu3,fu4,fu,fu2
1084,弯,wan1,5,wan1,wan2,wan3,wan4,wan,wan1
1085,径,jing4,5,jing1,jing2,jing3,jing4,jing,jing4
1086,忆,yi4,5,yi1,yi2,yi3,yi4,yi,yi4
1087,怨,yuan4,5,yuan1,yuan2,yuan3,yuan4,yuan,yuan4
1088,恢,hui1,5,hui1,hui2,hui3,hui4,hui,hui1
1089,战,zhan4,5,zhan1,zhan2,zhan3,zhan4,zhan,zhan4
1090,拐,guai3,5,guai1,guai2,guai3,guai4,guai,guai3
1091,拔,ba2,5,ba1,ba2,ba3,ba4,ba,ba2
1092,拳,quan2,5,quan1,quan2,quan3,quan4,quan,quan2
1093,搂,lou3,5,lou1,lou2,lou3,lou4,lou,lou3
1094,摩,mo2,5,mo1,mo2,mo3,mo4,mo,mo2
1095,敞,chang3,5,chang1,chang2,chang3,chang4,chang,chang3
1096,旧,jiu4,5,jiu1,jiu2,jiu3,jiu4,jiu,jiu4
1097,权,quan2,5,quan1,quan2,quan3,quan4,quan,quan2
1098,枝,zhi1,5,zhi1,zhi2,zhi3,zhi4,zhi,zhi1
1099,框,kuang1,5,kuang1,kuang2,kuang3,kuang4,kuang,kuang1
1100,梅,mei2,5,mei1,mei2,mei3,mei4,mei,mei2
1101,毒,du2,5,du1,du2,du3,du4,du,du2
1102,沙,sha1,5,sha1,sha2,sha3,sha4,sha,sha1
1103,洋,yang2,5,yang1,yang2,yang3,yang4,yang,yang2
1104,湖,hu2,5,hu1,hu2,hu3,hu4,hu,hu2
1105,漫,man4,5,man1,man2,man3,man4,man,man4
1106,烂,lan4,5,lan1,lan2,lan3,lan4,lan,lan4
1107,猪,zhu1,5,zhu1,zhu2,zhu3,zhu4,zhu,zhu1
1108,甚,shen4,5,shen1,shen2,shen3,shen4,shen,shen4
1109,瘦,shou4,5,shou1,shou2,shou3,shou4,shou,shou4
1110,瞥,pie1,5,pie1,pie2,pie3,pie4,pie,pie1
1111,砰,peng1,5,peng1,peng2,peng3,peng4,peng,peng1
1112,硬,ying4,5,ying1,ying2,ying3,ying4,ying,ying4
1113,科,ke1,5,ke1,ke2,ke3,ke4,ke,ke1
1114,缩,suo1,5,suo1,suo2,suo3,suo4,suo,suo1
1115,翅,chi4,5,chi1,chi2,chi3,chi4,chi,chi4
1116,肃,su4,5,su1,su2,su3,su4,su,su4
1117,芒,mang2,5,mang1,mang2,mang3,mang4,mang,mang2
1118,芙,fu2,5,fu1,fu2,fu3,fu4,fu,fu2
1119,苦,ku3,5,ku1,ku2,ku3,ku4,ku,ku3
1120,茫,mang2,5,mang1,mang2,mang3,mang4,mang,mang2
1121,荒,huang1,5,huang1,huang2,huang3,huang4,huang,huang1
1122,蓉,rong2,5,rong1,rong2,rong3,rong4,rong,rong2
1123,蛛,zhu1,5,zhu1,zhu2,zhu3,zhu4,zhu,zhu1
1124,蜘,zhi1,5,zhi1,zhi2,zhi3,zhi4,zhi,zhi1
1125,补,bu3,5,bu1,bu2,bu3,bu4,bu,bu3
1126,言,yan2,5,yan1,yan2,yan3,yan4,yan,yan2
1127,讨,tao3,5,tao1,tao2,tao3,tao4,tao,tao3
1128,调,diao4,5,diao1,diao2,diao3,diao4,diao,diao4
1129,败,bai4,5,bai1,bai2,bai3,bai4,bai,bai4
1130,选,xuan3,5,xuan1,xuan2,xuan3,xuan4,xuan,xuan3
1131,闻,wen2,5,wen1,wen2,wen3,wen4,wen,wen2
1132,阻,zu3,5,zu1,zu2,zu3,zu4,zu,zu3
1133,降,jiang4,5,jiang1,jiang2,jiang3,jiang4,jiang,jiang4
1134,隆,long2,5,long1,long2,long3,long4,long,long2
1135,集,ji2,5,ji1,ji2,ji3,ji4,ji,ji2
1136,颜,yan2,5,yan1,yan2,yan3,yan4,yan,yan2
1137,代,dai4,4,dai1,dai2,dai3,dai4,dai,dai4
1138,价,jia4,4,jia1,jia2,jia3,jia4,jia,jia4
1139,伍,wu3,4,wu1,wu2,wu3,wu4,wu,wu3
1140,优,you1,4,you1,you2,you3,you4,you,you1
1141,侧,ce4,4,ce1,ce2,ce3,ce4,ce,ce4
1142,储,chu3,4,chu1,chu2,chu3,chu4,chu,chu3
1143,傲,ao4,4,ao1,ao2,ao3,ao4,ao,ao4
1144,净,jing4,4,jing1,jing2,jing3,jing4,jing,jing4
1145,凝,ning2,4,ning1,ning2,ning3,ning4,ning,ning2
1146,势,shi4,4,shi1,shi2,shi3,shi4,shi,shi4
1147,卜,bo,4,bo1,bo2,bo3,bo4,bo,bo
1148,卷,juan3,4,juan1,juan2,juan3,juan4,juan,juan3
1149,叉,cha1,4,cha1,cha2,cha3,cha4,cha,cha1
1150,史,shi3,4,shi1,shi2,shi3,shi4,shi,shi3
1151,司,si1,4,si1,si2,si3,si4,si,si1
1152,吹,chui1,4,chui1,chui2,chui3,chui4,chui,chui1
1153,唇,chun2,4,chun1,chun2,chun3,chun4,chun,chun2
1154,嗡,weng1,4,weng1,weng2,weng3,weng4,weng,weng1
1155,器,qi4,4,qi1,qi2,qi3,qi4,qi,qi4
1156,噼,pi1,4,pi1,pi2,pi3,pi4,pi,pi1
1157,园,yuan2,4,yuan1,yuan2,yuan3,yuan4,yuan,yuan2
1158,圈,quan1,4,quan1,quan2,quan3,quan4,quan,quan1
1159,坪,ping2,4,ping1,ping2,ping3,ping4,ping,ping2
1160,基,ji1,4,ji1,ji2,ji3,ji4,ji,ji1
1161,墨,mo4,4,mo1,mo2,mo3,mo4,mo,mo4
1162,夏,xia4,4,xia1,xia2,xia3,xia4,xia,xia4
1163,审,shen3,4,shen1,shen2,shen3,shen4,shen,shen3
1164,屏,ping2,4,ping1,ping2,ping3,ping4,ping,ping2
1165,幽,you1,4,you1,you2,you3,you4,you,you1
1166,忠,zhong1,4,zhong1,zhong2,zhong3,zhong4,zhong,zhong1
1167,忧,you1,4,you1,you2,you3,you4,you,you1
1168,怜,lian2,4,lian1,lian2,lian3,lian4,lian,lian2
1169,恨,hen4,4,hen1,hen2,hen3,hen4,hen,hen4
1170,悦,yue4,4,yue1,yue2,yue3,yue4,yue,yue4
1171,惕,ti4,4,ti1,ti2,ti3,ti4,ti,ti4
1172,惯,guan4,4,guan1,guan2,guan3,guan4,guan,guan4
1173,慌,huang1,4,huang1,huang2,huang3,huang4,huang,huang1
1174,憾,han4,4,han1,han2,han3,han4,han,han4
1175,扯,che3,4,che1,che2,che3,che4,che,che3
1176,折,zhe2,4,zhe1,zhe2,zhe3,zhe4,zhe,zhe2
1177,抚,fu3,4,fu1,fu2,fu3,fu4,fu,fu3
1178,招,zhao1,4,zhao1,zhao2,zhao3,zhao4,zhao,zhao1
1179,拾,shi2,4,shi1,shi2,shi3,shi4,shi,shi2
1180,挡,dang3,4,dang1,dang2,dang3,dang4,dang,dang3
1181,探,tan4,4,tan1,tan2,tan3,tan4,tan,tan4
1182,插,cha1,4,cha1,cha2,cha3,cha4,cha,cha1
1183,救,jiu4,4,jiu1,jiu2,jiu3,jiu4,jiu,jiu4
1184,暴,bao4,4,bao1,bao2,bao3,bao4,bao,bao4
1185,替,ti4,4,ti1,ti2,ti3,ti4,ti,ti4
1186,杰,jie2,4,jie1,jie2,jie3,jie4,jie,jie2
1187,枕,zhen3,4,zhen1,zhen2,zhen3,zhen4,zhen,zhen3
1188,桶,tong3,4,tong1,tong2,tong3,tong4,tong,tong3
1189,棕,zong1,4,zong1,zong2,zong3,zong4,zong,zong1
1190,歌,ge1,4,ge1,ge2,ge3,ge4,ge,ge1
1191,毯,tan3,4,tan1,tan2,tan3,tan4,tan,tan3
1192,求,qiu2,4,qiu1,qiu2,qiu3,qiu4,qiu,qiu2
1193,汉,han4,4,han1,han2,han3,han4,han,han4
1194,湿,shi1,4,shi1,shi2,shi3,shi4,shi,shi1
1195,狐,hu2,4,hu1,hu2,hu3,hu4,hu,hu2
1196,猸,mei2,4,mei1,mei2,mei3,mei4,mei,mei2
1197,玻,bo1,4,bo1,bo2,bo3,bo4,bo,bo1
1198,璃,li2,4,li1,li2,li3,li4,li,li2
1199,画,hua4,4,hua1,hua2,hua3,hua4,hua,hua4
1200,痕,hen2,4,hen1,hen2,hen3,hen4,hen,hen2
1201,百,bai3,4,bai1,bai2,bai3,bai4,bai,bai3
1202,睬,cai3,4,cai1,cai2,cai3,cai4,cai,cai3
1203,短,duan3,4,duan1,duan2,duan3,duan4,duan,duan3
1204,秀,xiu4,4,xiu1,xiu2,xiu3,xiu4,xiu,xiu4
1205,竭,jie2,4,jie1,jie2,jie3,jie4,jie,jie2
1206,绍,shao4,4,shao1,shao2,shao3,shao4,shao,shao4
1207,绪,xu4,4,xu1,xu2,xu3,xu4,xu,xu4
1208,绽,zhan4,4,zhan1,zhan2,zhan3,zhan4,zhan,zhan4
1209,缓,huan3,4,huan1,huan2,huan3,huan4,huan,huan3
1210,美,mei3,4,mei1,mei2,mei3,mei4,mei,mei3
1211,联,lian2,4,lian1,lian2,lian3,lian4,lian,lian2
1212,臭,chou4,4,chou1,chou2,chou3,chou4,chou,chou4
1213,致,zhi4,4,zhi1,zhi2,zhi3,zhi4,zhi,zhi4
1214,若,ruo4,4,ruo1,ruo2,ruo3,ruo4,ruo,ruo4
1215,荡,dang4,4,dang1,dang2,dang3,dang4,dang,dang4
1216,蒂,di4,4,di1,di2,di3,di4,di,di4
1217,蜂,feng1,4,feng1,feng2,feng3,feng4,feng,feng1
1218,蜍,chu2,4,chu1,chu2,chu3,chu4,chu,chu2
1219,蟾,chan2,4,chan1,chan2,chan3,chan4,chan,chan2
1220,讥,ji1,4,ji1,ji2,ji3,ji4,ji,ji1
1221,词,ci2,4,ci1,ci2,ci3,ci4,ci,ci2
1222,详,xiang2,4,xiang1,xiang2,xiang3,xiang4,xiang,xiang2
1223,贞,zhen1,4,zhen1,zhen2,zhen3,zhen4,zhen,zhen1
1224,跨,kua4,4,kua1,kua2,kua3,kua4,kua,kua4
